lineNumber,operator,travelCode,boardingTime,stationSrc,stationDst
47,EGGED,8,05:40,QUDEIRAT-AS-SANI,ADI
382,TNUFA,8,23:15,GORNOT-HAGALIL,MISHMAR-AYYALON
596,SUPERBUS,8,02:50,HURA,HELEZ
547,KAVIM,8,22:50,YAS'UR,BAR-YOHAY
557,TNUFA,4,18:50,QIDMAT-ZEVI,KEFAR-YEHOSHUA
796,SUPERBUS,6,22:30,BAT-HADAR,EN-AYYALA
816,AFIKIM,9,04:05,BRUKHIN,AHUZZAT-BARAQ
864,SUPERBUS,6,11:00,OMEZ,MESHHED
865,TNUFA,5,16:40,AZRIQAM,YIRKA
626,KAVIM,3,00:40,HAVAZZELET-HASHARON,HEVER
980,AFIKIM,1,06:10,AVTALYON,QIRYAT-TIV'ON
284,KAVIM,8,21:10,SHAHARUT,SAYYID
959,DAN,2,22:20,YOTVATA,HAWASHLA
482,SUPERBUS,7,03:25,ARAD,JERUSALEM
265,AFIKIM,2,19:45,PENE-HEVER,HAZAV
14,AFIKIM,2,23:50,ASEFAR,KALLANIT
981,AFIKIM,1,07:15,AMMIQAM,HANNATON
707,METROPOLIN,9,15:20,HAHOTERIM,SHAVE-ZIYYON
219,METROPOLIN,7,00:40,SA'AR,BET-HAGADDI
921,EGGED,2,11:45,HAGGAI,TIRAT-YEHUDA
593,EGGED,9,19:25,EVEN-YEHUDA,MA'BAROT
704,EGGED,4,19:10,KEFAR-HAORANIM,YITAV
805,EGGED,2,23:40,LAPPIDOT,KEFAR-SHEMARYAHU
426,DAN,1,03:05,UMM-AL-QUTUF,KA'ABIYYE-TABBASH-HA
966,AFIKIM,3,15:20,DOLEV,RAMLA
438,DAN,5,13:50,SHA'AR-HAAMAQIM,QIRYAT-YAM
545,EGGED,6,22:35,HEREV-LE'ET,BENE-DAROM
494,KAVIM,7,03:40,UZA,MANSHIYYET-ZABDA
858,KAVIM,9,04:30,ZOHAR,ADAMIT
322,AFIKIM,6,20:25,KEFAR-RUT,NETA'IM
822,TNUFA,2,17:15,GAL'ON,ZEFAT
269,AFIKIM,7,15:20,ELYASHIV,KADOORIE
723,TNUFA,3,13:25,KEFAR-YEHEZQEL,KEFAR-AVIV
670,KAVIM,8,14:45,GIZO,BIR-EL-MAKSUR
578,DAN,1,02:20,MIZPE-RAMON,GEDERA
955,METROPOLIN,3,20:50,BAT-SHELOMO,TIRAT-ZEVI
248,SUPERBUS,1,13:35,DEIR-HANNA,GOREN
845,DAN,8,22:45,SHIBBOLIM,KEFAR-GLIKSON
31,KAVIM,5,00:35,AHI'EZER,KEFAR-EZYON
296,TNUFA,8,13:45,YOQNE'AM(MOSHAVA),TALMON
638,TNUFA,8,06:20,NIR-BANIM,MEVO'OT-YAM
881,TNUFA,4,01:40,KEFAR-TRUMAN,AFIQIM
567,KAVIM,6,01:35,MASH'EN,NORDIYYA
167,EGGED,4,04:15,KARME-YOSEF,SA'WA
979,KAVIM,6,09:05,NAHAL-ESHBAL,ZERUFA
19,EGGED,2,20:35,AMMIHAY,ZE'ELIM
85,DAN,9,21:40,GHAJAR,ANI'AM
362,METROPOLIN,6,03:05,AZOR,MIGDAL-HAEMEQ
676,AFIKIM,3,03:10,YA'ARA,MA'ALE-HAHAMISHA
584,AFIKIM,1,09:50,PEDAYA,BEZET
314,METROPOLIN,3,00:15,BET-HORON,BIR-EL-MAKSUR
88,KAVIM,4,16:10,AVITAL,GAL'ON
543,TNUFA,7,10:00,SAVYON,NEWE-ILAN
747,METROPOLIN,7,08:05,QELAHIM,SHO'EVA
568,DAN,7,23:45,DOR,KEFAR-YEHOSHUA
606,SUPERBUS,2,14:45,KEFAR-VITKIN,BEN-ZAKKAY
325,KAVIM,4,20:35,EREZ,SHEZOR
985,EGGED,8,17:30,RESHAFIM,NE'OT-GOLAN
256,METROPOLIN,9,22:45,GIV'AT-HAYYIM-(IHUD),OR-HANER
352,SUPERBUS,5,14:40,YAFI,METULA
508,METROPOLIN,2,18:00,YAVNE'EL,KEMEHIN
540,METROPOLIN,1,21:45,ELIAV,ITAMAR
377,SUPERBUS,9,17:30,MA'ALE-AMOS,RIMMONIM
618,KAVIM,6,16:20,METULA,BENE-BERAQ
932,SUPERBUS,8,11:30,DEQEL,YAD-NATAN
171,METROPOLIN,9,21:50,ALLON-SHEVUT,SHAVE-DAROM
636,TNUFA,5,18:45,MERKAZ-SHAPPIRA,TAL-EL
209,SUPERBUS,3,06:30,ELON,NOV
147,DAN,4,08:55,REHAN,ESHTA'OL
670,SUPERBUS,9,05:05,KEFAR-HANO'AR-HADATI,PARDESIYYA
357,DAN,6,10:40,ELYAQIM,MASH'EN
907,DAN,4,04:50,BAT-SHELOMO,NATUR
437,SUPERBUS,4,11:30,GIBBETON,SHAQED
941,TNUFA,3,19:50,KEFAR-BILU,REWAHA
389,DAN,5,05:25,DISHON,KEFAR-BIALIK
830,DAN,9,20:40,SA'AR,ZOR'A
109,METROPOLIN,9,16:00,MA'AGAN-MIKHA'EL,BET-HALEVI
341,EGGED,4,09:35,EVEN-YEHUDA,KEFAR-HANO'AR-HADATI
529,METROPOLIN,2,20:40,BRUKHIN,HOFIT
293,METROPOLIN,7,02:55,GOREN,BE'ER-SHEVA
34,TNUFA,8,19:55,NAHAL-OZ,EFRAT
248,SUPERBUS,7,19:10,EN-SARID,KEFAR-SILVER
309,AFIKIM,7,13:10,BET-HILLEL,MIZPE-SHALEM
402,KAVIM,3,02:20,TUBA-ZANGARIYYE,KEREM-SHALOM
344,EGGED,1,16:05,BENE-DAROM,HOSEN
413,KAVIM,4,20:55,HAHOTERIM,BET-QAMA
13,AFIKIM,2,03:55,AHIHUD,QELA
321,AFIKIM,6,04:55,TEL-ADASHIM,KEFAR-SIRKIN
710,METROPOLIN,2,02:30,SHAHARUT,GE'A
168,DAN,3,23:05,ALE-ZAHAV,HUJEIRAT-(DAHRA)
205,SUPERBUS,2,18:50,GIV'AT-KOAH,AVIHAYIL
279,SUPERBUS,7,08:20,ME-AMMI,GEVA-BINYAMIN
808,DAN,3,01:20,SEDE-WARBURG,MIQWE-YISRA'EL
973,SUPERBUS,9,14:15,MAJDAL-SHAMS,AMAZYA
475,SUPERBUS,5,01:50,KOKHAV-YA'IR,MAZLIAH
182,METROPOLIN,8,08:40,ESHHAR,MIZPE-RAMON
245,TNUFA,6,11:25,KEFAR-SHAMMAY,GAN-YOSHIYYA
741,TNUFA,8,14:05,HEREV-LE'ET,GIV'AT-BRENNER
991,DAN,6,11:15,EMUNIM,KEMEHIN
195,DAN,2,02:05,MASSU'A,SHADMOT-DEVORA
782,DAN,7,13:25,NIR-MOSHE,HURFEISH
724,METROPOLIN,2,10:10,OZEM,QIRYAT-SHELOMO
685,TNUFA,8,12:50,YAD-MORDEKHAY,GEVA-BINYAMIN
991,EGGED,2,19:20,EZUZ,YEDIDYA
666,METROPOLIN,8,07:20,BAT-SHELOMO,SEDE-AVRAHAM
707,EGGED,5,02:40,KEFAR-WERADIM,NETIVOT
828,EGGED,8,00:20,HUZAYYEL,NAHSHONIM
672,DAN,8,16:30,MISHMAR-DAWID,NIR-AM
93,SUPERBUS,4,20:25,AGUR,AVITAL
293,KAVIM,6,12:20,MAGSHIMIM,KANAF
855,EGGED,7,19:30,HANNI'EL,GEFEN
28,METROPOLIN,8,00:35,MAHANAYIM,YESODOT
80,TNUFA,6,00:25,EIN-RAFA,KEFAR-SHAMMAY
334,SUPERBUS,7,14:35,DEVIRA,MIGDALIM
993,SUPERBUS,3,16:35,MA'YAN-BARUKH,IBBIM
91,SUPERBUS,7,19:10,NIR-AQIVA,LEHAVIM
742,DAN,2,02:40,SAL'IT,AZARYA
495,SUPERBUS,6,20:35,KADDITA,HIBBAT-ZIYYON
860,AFIKIM,1,07:10,MISHMAR-AYYALON,AMAZYA
60,KAVIM,3,19:40,MABBU'IM,ATAWNE
608,KAVIM,1,22:10,ELQANA,PA'AME-TASHAZ
909,SUPERBUS,8,02:00,MA'ALE-GAMLA,ASAD
858,KAVIM,1,05:30,TIRE,PATTISH
17,KAVIM,8,16:35,BET-OREN,TIRAT-KARMEL
91,AFIKIM,8,19:30,ZUR-NATAN,MA'YAN-ZEVI
898,TNUFA,1,00:40,ITAMAR,LAVI
629,KAVIM,9,20:10,EVRON,GANNE-YOHANAN
775,TNUFA,3,11:10,NA'URA,MOLEDET
668,KAVIM,4,13:35,ADDIRIM,NIRIM
951,SUPERBUS,3,06:20,HURA,MEGIDDO
665,TNUFA,5,01:45,SHOQEDA,MEZAR
892,KAVIM,3,05:55,SEDE-DAWID,KEFAR-HESS
776,AFIKIM,8,00:55,QELA,YODEFAT
217,EGGED,2,05:10,BEROR-HAYIL,ALLONIM
961,TNUFA,7,00:00,AMUQQA,HANNATON
410,DAN,4,07:50,GAN-SOREQ,KEFAR-HABAD
988,KAVIM,2,12:15,QEDAR,TALME-ELIYYAHU
66,METROPOLIN,3,20:10,KEFAR-ADUMMIM,MISHMAR-HAEMEQ
492,KAVIM,9,18:40,BEROSH,MAHANAYIM
519,EGGED,8,18:25,TEL-TE'OMIM,SARID
913,METROPOLIN,8,22:45,TAYIBE(BAEMEQ),PAROD
807,KAVIM,9,10:35,QEDUMIM,KAFAR-BARA
465,KAVIM,1,04:05,QETURA,RISHPON
692,TNUFA,1,04:10,EN-HASHELOSHA,ARBEL
934,DAN,4,02:45,SHA'AR-EFRAYIM,YAD-RAMBAM
984,KAVIM,7,12:00,DEVIRA,HERMESH
635,TNUFA,1,03:55,EN-IRON,NESHER
204,EGGED,3,19:50,HEMED,QIRYAT-MAL'AKHI
365,AFIKIM,4,11:00,NA'URA,MAHANE-YAFA
915,DAN,2,16:00,EN-IRON,LAKHISH
192,METROPOLIN,2,12:30,BERAKHA,ILANIYYA
656,TNUFA,5,12:10,MA'ALE-HAHAMISHA,SHILO
890,EGGED,3,03:50,NIRAN,RAMAT-YISHAY
116,AFIKIM,7,00:55,NEHORA,YE'AF
731,METROPOLIN,1,07:05,BAT-HEN,HALLAMISH
554,SUPERBUS,3,19:10,MISHMAR-HANEGEV,HAZORE'IM
36,TNUFA,8,08:35,RAMAT-MAGSHIMIM,AHIHUD
908,SUPERBUS,9,12:25,TIBERIAS,KAOKAB-ABU-AL-HIJA
643,AFIKIM,5,07:00,HARISH,HURA
563,SUPERBUS,5,07:50,NIR-GALLIM,AMQA
705,TNUFA,3,12:20,MAJDAL-SHAMS,LAKHISH
225,EGGED,3,15:10,SEDE-AVRAHAM,KEFAR-WERADIM
954,SUPERBUS,1,13:30,SHELUHOT,REKHASIM
247,SUPERBUS,8,10:30,YEDIDYA,BARQAY
432,SUPERBUS,6,07:00,GAN-HAYYIM,LOTAN
86,KAVIM,8,02:35,BE'EROTAYIM,MEVO'OT-YAM
785,EGGED,2,17:35,SHILO,MERHAVYA(MOSHAV)
462,TNUFA,9,09:25,AGUR,SHORASHIM
893,EGGED,8,00:05,AKKO,ME'ONA
213,EGGED,8,05:05,NATUR,KEFAR-TRUMAN
125,EGGED,1,05:00,RAM-ON,TAMRA
694,SUPERBUS,1,07:30,LOTAN,GESHER-HAZIW
987,EGGED,8,03:35,BET-UZZI'EL,NEWE-ATIV
287,TNUFA,6,16:40,GEVA-BINYAMIN,GAN-NER
257,TNUFA,9,00:50,BET-HILLEL,NAZERAT-ILLIT
175,TNUFA,8,08:20,QAZRIN,BE'ER-SHEVA
177,METROPOLIN,7,03:25,EN-TAMAR,ZUR-HADASSA
122,AFIKIM,5,16:50,ABU-RUBEI'A,MASLUL
389,AFIKIM,6,22:55,KEFAR-HANANYA,GEVA-BINYAMIN
33,METROPOLIN,1,18:25,GINNOSAR,ZOHAR
986,SUPERBUS,1,07:40,MA'OZ-HAYYIM,TARABIN-AS-SANI
407,TNUFA,4,08:20,DOROT,EN-TAMAR
463,KAVIM,3,11:05,SEDOT-MIKHA,YOQNE'AM(MOSHAVA)
580,AFIKIM,4,08:15,GELIL-YAM,RAMAT-ZEVI
293,KAVIM,3,08:45,ME-AMMI,ELI
719,EGGED,5,01:45,TUSHIYYA,ARAMSHA
365,EGGED,9,12:15,RISHPON,HINNANIT
851,EGGED,2,16:25,BET-HORON,KEFAR-YA'BEZ
800,AFIKIM,5,05:45,BE'EROTAYIM,SHAFIR
705,SUPERBUS,6,14:15,YIZRE'EL,HAVAZZELET-HASHARON
952,AFIKIM,1,10:40,GEVA,HAZOREA
658,AFIKIM,4,23:00,NAZERAT-ILLIT,HASPIN
396,METROPOLIN,3,06:55,MENUHA,SHEKHANYA
815,DAN,1,17:45,SASA,RAQEFET
101,SUPERBUS,5,15:45,MAHANE-YAFA,DIMONA
670,METROPOLIN,4,12:40,SEDE-ELIYYAHU,RISHPON
813,AFIKIM,5,19:25,MISHMAR-HASHARON,RAMAT-ZEVI
405,DAN,4,02:05,MODI'IN-MAKKABBIM-RE,BAQA-AL-GHARBIYYE
742,EGGED,3,15:25,NAHAL-OZ,ARSUF
71,AFIKIM,9,00:20,LAKHISH,IR-OVOT
983,DAN,4,11:20,KEFAR-MONASH,GIV'AT-HAYYIM(ME'UHA
68,SUPERBUS,5,08:50,YEHI'AM,NETA'IM
419,METROPOLIN,6,07:55,BINYAMINA,EYAL
685,METROPOLIN,2,20:35,HAOGEN,SHEFAYIM
169,TNUFA,7,16:00,KAFAR-QASEM,MAS'UDIN-AL-'AZAZME
797,METROPOLIN,1,22:40,SAWA'ID-(KAMANE),NE'URIM
592,AFIKIM,6,04:55,BARQAY,HAMAM
234,AFIKIM,9,23:10,IRUS,FASSUTA
558,TNUFA,3,10:35,SEDE-WARBURG,BAT-AYIN
872,TNUFA,5,01:50,BASMAT-TAB'UN,ZARZIR
689,DAN,2,20:50,GIV'ON-HAHADASHA,SEDEROT
546,EGGED,4,03:35,NIR-MOSHE,RAMLA
954,TNUFA,5,10:55,ATLIT,KEFAR-AVIV
291,METROPOLIN,1,01:25,GILGAL,HAZROT-YASAF
399,DAN,4,03:20,SHARONA,LAPPID
556,SUPERBUS,5,13:35,TAL-EL,BET-QAMA
345,EGGED,6,23:30,GITTA,BIR-EL-MAKSUR
188,KAVIM,2,19:30,ESHKOLOT,SEDE-NEHEMYA
411,KAVIM,7,06:35,NIZZAN,KAFAR-YASIF
582,AFIKIM,8,21:00,MEKHORA,KEFAR-YEHEZQEL
794,TNUFA,7,06:00,REHOV,KEFAR-GALLIM
654,EGGED,9,19:45,HAR-GILLO,ZE'ELIM
521,DAN,9,13:35,AFEQ,SHAMIR
509,METROPOLIN,2,12:50,QIRYAT-TIV'ON,SHEIKH-DANNUN
837,AFIKIM,7,23:50,BET-HAEMEQ,GAT(QIBBUZ)
237,EGGED,8,22:50,MAHANE-YATTIR,NEWE-ATIV
898,TNUFA,3,01:25,TAMRA,GESHUR
236,METROPOLIN,8,00:45,GESHER-HAZIW,BE'ER-YA'AQOV
343,TNUFA,7,06:50,YIRKA,SEDE-ELIYYAHU
674,AFIKIM,5,02:50,BEN-ZAKKAY,HAIFA
699,METROPOLIN,9,18:35,LOD,GIMZO
638,DAN,5,21:25,AZOR,YAD-HANNA
166,SUPERBUS,2,18:35,HEFZI-BAH,ME'ONA
81,SUPERBUS,4,11:10,AMMINADAV,SAL'IT
693,METROPOLIN,6,11:10,GEZER,ISIFYA
926,TNUFA,1,18:00,ADAMIT,EN-HANAZIV
365,SUPERBUS,7,16:20,MISHMAR-HANEGEV,PEDAYA
369,KAVIM,2,23:40,JULIS,GAN-NER
398,TNUFA,3,07:20,MOLEDET,ROSH-PINNA
17,DAN,5,21:55,BE'ERI,QARNE-SHOMERON
114,EGGED,3,04:10,AFIQ,SHE'AR-YASHUV
998,TNUFA,7,04:30,ARUGOT,MAZZUVA
140,AFIKIM,1,06:50,MAHANE-TEL-NOF,SHIBLI
34,AFIKIM,3,12:10,MIDRAKH-OZ,MASSU'A
16,AFIKIM,1,17:30,BIR-EL-MAKSUR,SE'ORIM
790,DAN,3,10:05,ABU-SUREIHAN,NEHALIM
376,DAN,8,14:05,ADORA,TEL-YOSEF
107,EGGED,5,14:20,EIN-MAHEL,SHOVAL
453,EGGED,1,05:50,EVEN-YIZHAQ(GAL'ED),HIBBAT-ZIYYON
799,EGGED,3,01:35,SHETULIM,NEVATIM
546,EGGED,1,04:20,SHAVE-DAROM,IRUS
791,DAN,3,16:20,YOQNE'AM(MOSHAVA),ETGAR
746,METROPOLIN,3,09:25,MATTAN,EVEN-SAPPIR
561,TNUFA,2,11:50,MATTAT,HELEZ
827,METROPOLIN,1,13:30,ARAMSHA,KEFAR-BARUKH
94,EGGED,5,07:50,NAHAM,ASHERAT
376,EGGED,6,19:05,ZETAN,BAT-YAM
220,SUPERBUS,1,01:40,YAS'UR,MENUHA
771,AFIKIM,9,06:15,ESHKOLOT,NEGOHOT
175,DAN,3,19:55,SHLOMIT,TEQUMA
539,SUPERBUS,3,15:50,BENE-DEROR,AGUR
944,KAVIM,2,10:10,LAPPIDOT,NOV
593,SUPERBUS,8,00:35,KEFAR-HARO'E,YONATAN
161,TNUFA,9,07:15,GITTA,NEWE-ZIV
620,METROPOLIN,5,03:20,YAD-HASHEMONA,HAZORE'IM
941,METROPOLIN,1,21:30,NEWE-HARIF,YEDIDA
374,AFIKIM,6,18:40,KEFAR-ZOHARIM,ELQOSH
3,SUPERBUS,3,06:50,QAWA'IN,HAZROT-HULDA
412,EGGED,7,12:00,MA'YAN-ZEVI,KARMEL
33,METROPOLIN,5,14:55,AVIVIM,ELYAQIM
466,DAN,1,18:55,SHA'AR-MENASHE,ME-AMMI
212,TNUFA,7,00:05,GIV'AT-HAYYIM-(IHUD),MAKCHUL
978,TNUFA,7,09:20,GIV'ATI,TEL-MOND
20,TNUFA,8,20:00,NAAMA,BEREKHYA
574,SUPERBUS,8,04:15,SHADMOT-DEVORA,AHISAMAKH
15,SUPERBUS,2,19:45,REGBA,NEIN
717,DAN,8,09:25,NEWE-ATIV,RAVID
698,SUPERBUS,7,20:20,AKKO,KEFAR-SIRKIN
997,TNUFA,3,13:35,UDIM,BET-BERL
32,AFIKIM,7,14:05,NES-HARIM,ZABARGA
971,EGGED,1,23:40,SEDE-YIZHAQ,ZANOAH
679,DAN,6,19:15,KOCHLEA,SHILAT
795,METROPOLIN,7,14:45,BAT-HAZOR,KEFAR-TRUMAN
93,DAN,8,04:25,HAZOR-HAGELILIT,KARMIYYA
778,METROPOLIN,9,00:20,MA'ALE-LEVONA,BERAKHA
573,METROPOLIN,9,17:35,BENE-YEHUDA,BEZET
32,EGGED,9,19:35,KEMEHIN,KEREM-BEN-ZIMRA
431,KAVIM,2,16:50,AVSHALOM,MIDRESHET-BEN-GURION
859,KAVIM,1,17:05,BET-SHE'ARIM,KEMEHIN
936,EGGED,6,00:55,SEDEROT,GEVULOT
235,DAN,3,03:55,TUSHIYYA,RAS-ALI
109,TNUFA,6,06:05,KAMMON,SHOMERIYYA
566,TNUFA,2,02:55,BAT-YAM,QESARIYYA
894,DAN,3,15:50,DEIR-AL-ASAD,MIGDAL
83,EGGED,9,01:15,BEIT-JANN,BNE-DKALIM
544,TNUFA,6,23:40,MAVQI'IM,BET-DAGAN
691,EGGED,7,06:55,BARQAN,GIV'OLIM
14,SUPERBUS,2,15:50,BETAR-ILLIT,NIZZAN
655,TNUFA,6,17:30,JISH(GUSH-HALAV),KABRI
908,AFIKIM,7,20:10,MASKIYYOT,SEDE-NIZZAN
237,TNUFA,9,22:50,PALMAHIM,EN-IRON
36,SUPERBUS,7,22:45,REHAN,NIZZANIM
771,KAVIM,6,05:45,NE'OT-GOLAN,NESHER
688,KAVIM,8,10:40,HORESHIM,AR'ARA
190,EGGED,2,02:15,NAHAL-SHITTIM,BAR-YOHAY
132,SUPERBUS,3,05:10,GID'ONA,AVIGEDOR
35,METROPOLIN,9,16:25,A'SAM,ALMON
946,TNUFA,7,16:50,YANUH-JAT,OMEN
457,TNUFA,9,03:55,SHA'AR-HAAMAQIM,KARME-QATIF
245,SUPERBUS,7,05:00,MUQEIBLE,BE'EROTAYIM
108,AFIKIM,7,09:00,ARGAMAN,BET-ZEID
755,METROPOLIN,3,11:35,ABU-SUREIHAN,MEZER
29,AFIKIM,4,07:15,AMAZYA,QIRYAT-BIALIK
777,KAVIM,9,10:20,NIR-GALLIM,BET-LEHEM-HAGELILIT
889,EGGED,8,10:45,NAHAL-SHITTIM,RAMAT-YISHAY
278,AFIKIM,6,10:35,BE'ER-ORA,GILON
209,METROPOLIN,4,11:50,AZARYA,KEFAR-WERADIM
131,SUPERBUS,4,07:00,ORTAL,MA'ALE-HAHAMISHA
691,EGGED,6,10:00,MESILLOT,YA'AD
987,TNUFA,3,03:05,RAME,QEDAR
116,EGGED,7,23:35,ZURIT,KISRA-SUMEI
323,KAVIM,9,19:40,HASHMONA'IM,NEWE-ZIV
86,DAN,8,16:40,RAMAT-DAWID,TUSHIYYA
75,AFIKIM,9,22:20,AMIRIM,YA'EL
910,TNUFA,7,04:50,NEZER-HAZZANI,MANSHIYYET-ZABDA
218,AFIKIM,2,07:55,KAOKAB-ABU-AL-HIJA,METAV
715,TNUFA,5,06:50,HASPIN,BAT-AYIN
384,TNUFA,5,17:20,KEFAR-PINES,ZANOAH
748,SUPERBUS,4,01:00,HODIYYA,BE'EROTAYIM
956,EGGED,6,06:20,NEWE-ZIV,HAMA'PIL
873,KAVIM,5,14:15,NEWE-ATIV,BENE-DAROM
760,AFIKIM,8,21:15,KEFAR-GID'ON,NEWE-UR
860,METROPOLIN,4,01:25,ABU-RUBEI'A,ORANIT
893,AFIKIM,3,12:10,RAM-ON,NEGBA
542,SUPERBUS,3,00:45,ALLON-SHEVUT,KEFAR-SHAMMAY
421,METROPOLIN,7,10:25,BET-HANAN,TUSHIYYA
817,EGGED,4,13:00,NEWE-SHALOM,AMAZYA
204,TNUFA,2,04:00,NETANYA,NEWE-ETAN
718,KAVIM,6,18:40,SHIMSHIT,ROSH-HAAYIN
286,EGGED,4,04:10,ELIAV,REHELIM
504,KAVIM,8,19:35,NIZZANA-(QEHILAT-HIN,KORAZIM
740,EGGED,2,05:00,SANDALA,NE'OT-MORDEKHAY
117,EGGED,5,21:25,MATTITYAHU,UDIM
816,AFIKIM,8,18:05,HALUZ,KAFAR-QASEM
947,METROPOLIN,3,14:25,YEDIDA,KEREM-SHALOM
999,SUPERBUS,1,13:35,HOLON,KEFAR-VITKIN
725,DAN,7,14:20,ZIKHRON-YA'AQOV,TAMRA-(YIZRE'EL)
602,DAN,9,10:50,NETA,EN-GEV
59,KAVIM,6,17:50,BERAKHA,HULDA
814,METROPOLIN,5,18:50,NILI,AHUZZAT-BARAQ
192,KAVIM,1,15:15,KEFAR-GIL'ADI,GIV'AT-SHEMESH
274,SUPERBUS,4,04:50,GIMZO,NETA'IM
798,METROPOLIN,1,14:25,AVI'EL,MIDRESHET-RUPPIN
115,TNUFA,4,15:50,RUHAMA,NILI
756,DAN,5,18:20,TIRAT-KARMEL,ENAT
473,TNUFA,9,03:40,MI'ELYA,PERAZON
146,SUPERBUS,3,06:05,BET-ZEID,AFULA
929,EGGED,7,06:05,MIDRESHET-BEN-GURION,GIV'ATAYIM
209,TNUFA,1,12:40,EN-HAROD-(IHUD),ZOVA
902,METROPOLIN,9,06:30,YOSHIVYA,EN-HASHELOSHA
35,KAVIM,9,15:15,MANSHIYYET-ZABDA,RE'IM
143,EGGED,6,21:55,NEZER-SERENI,RAMOT-HASHAVIM
217,AFIKIM,5,09:25,EIN-QINIYYE,NIRAN
701,DAN,2,15:05,MISHMERET,NEWE-DANIYYEL
302,KAVIM,8,05:20,AR'ARA-BANEGEV,NEWE-ZIV
734,AFIKIM,4,22:25,BET-GAMLI'EL,AFULA
641,TNUFA,1,15:05,MANOT,SAPPIR
456,SUPERBUS,2,02:45,BET-DAGAN,TAL-SHAHAR
217,EGGED,3,08:15,KEFAR-GLIKSON,MIZPE-RAMON
799,AFIKIM,4,10:50,GIV'AT-YE'ARIM,ZE'ELIM
599,TNUFA,3,05:20,ZUR-YIZHAQ,YITAV
503,DAN,9,21:05,JULIS,AMMIQAM
884,TNUFA,3,07:40,QIRYAT-GAT,YA'ARA
75,EGGED,7,08:55,EIN-AL-ASAD,BET-HAEMEQ
701,TNUFA,9,07:10,KEFAR-GIL'ADI,TEL-MOND
776,AFIKIM,2,08:05,DERIG'AT,NEWE-ZOHAR
922,SUPERBUS,9,08:00,BET-OVED,GAN-HASHOMERON
101,DAN,4,19:55,MOZA-ILLIT,BE'ER-ORA
88,TNUFA,7,10:35,YEDIDYA,ALMA
244,EGGED,2,14:25,EN-HAMIFRAZ,KEFAR-GLIKSON
596,SUPERBUS,8,05:00,GEVULOT,GESHER
659,KAVIM,5,13:50,SHIMSHIT,YAFI
384,TNUFA,7,23:55,NIR-YISRA'EL,HARARIT
230,DAN,7,14:05,OR-HAGANUZ,ZEMER
375,AFIKIM,5,07:50,KEFAR-YONA,DEGANYA-BET
212,METROPOLIN,3,05:45,NIRIM,HAR'EL
312,TNUFA,9,14:15,HASHMONA'IM,YAVNE'EL
410,DAN,8,06:35,EZ-EFRAYIM,QIRYAT-ANAVIM
378,KAVIM,1,20:15,BET-YANNAY,GIV'AT-HASHELOSHA
782,AFIKIM,1,09:30,SHA'AR-HAGOLAN,BURGETA
322,DAN,2,04:10,TALME-YEHI'EL,MESHHED
600,KAVIM,4,20:40,EN-HAEMEQ,KISRA-SUMEI
962,METROPOLIN,8,11:20,PORIYYA-NEWE-OVED,TALMON
553,DAN,7,15:20,BET-ZEVI,EL-ROM
281,KAVIM,4,12:05,EZ-EFRAYIM,ZEMER
626,EGGED,2,04:15,ALMA,AMMINADAV
98,TNUFA,7,16:30,DEGANYA-ALEF,KEFAR-SHEMU'EL
726,TNUFA,1,01:25,GAN-HASHOMERON,MASSAD
334,METROPOLIN,1,23:00,KEFAR-SILVER,KEFAR-TAPPUAH
533,METROPOLIN,2,08:30,MA'ALOT-TARSHIHA,SHIM'A
746,DAN,1,10:45,MA'ON,PERI-GAN
995,EGGED,5,20:10,SHA'AR-MENASHE,BET-ARYE
674,AFIKIM,4,10:50,HAZAR-BE'EROTAYIM,ARAD
484,AFIKIM,5,01:30,RINNATYA,KEFAR-EZYON
863,DAN,8,18:50,RAMOT,NEWE-YARAQ
154,TNUFA,7,20:20,BET-UZZI'EL,KEREM-YAVNE(YESHIVA)
67,AFIKIM,5,04:30,KEFAR-YA'BEZ,TEL-AVIV---YAFO
775,METROPOLIN,2,21:00,BET-GAMLI'EL,NEHUSHA
260,KAVIM,8,10:40,TIRAT-KARMEL,REIHANIYYE
143,DAN,3,19:35,EIN-QINIYYE,SARID
64,KAVIM,5,15:25,TARUM,NESHER
9,SUPERBUS,2,13:55,YAGEL,KEFAR-SZOLD
419,AFIKIM,4,14:00,GILAT,MI'ELYA
636,TNUFA,4,09:15,EN-WERED,ALFE-MENASHE
985,DAN,9,09:50,EN-IRON,EZ-EFRAYIM
513,KAVIM,4,10:40,BET-UZZI'EL,DEVORA
939,SUPERBUS,8,07:25,AMIRIM,QIDMAT-ZEVI
981,TNUFA,5,19:35,SEGEV-SHALOM,KOCHLEA
537,KAVIM,4,04:35,YOTVATA,KEFAR-HANASI
192,AFIKIM,4,08:00,GAN-HAYYIM,TEL-SHEVA
614,EGGED,5,06:30,NEWE-UR,AFULA
45,METROPOLIN,6,14:20,AVDON,EN-HAZEVA
852,TNUFA,7,10:00,ARAMSHA,NIR-ELIYYAHU
647,METROPOLIN,7,11:35,ARSUF,KEFAR-MONASH
316,TNUFA,6,12:40,SANDALA,ALE-ZAHAV
817,TNUFA,9,09:30,OMEZ,KEFAR-TRUMAN
414,METROPOLIN,6,22:05,GIMZO,SAWA'ID(HAMRIYYE)
849,METROPOLIN,6,03:05,SEDE-AVRAHAM,DAVERAT
